user_id,rank,movie_id,title,predicted_score
298,1,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.577422618865967
298,2,1500,Santa with Muscles (1996),4.556524753570557
298,3,1449,Pather Panchali (1955),4.543085098266602
298,4,313,Titanic (1997),4.508459091186523
298,5,408,"Close Shave, A (1995)",4.5060272216796875
298,6,480,North by Northwest (1959),4.492669582366943
298,7,64,"Shawshank Redemption, The (1994)",4.492082118988037
298,8,657,"Manchurian Candidate, The (1962)",4.489311695098877
298,9,1367,Faust (1994),4.486204147338867
298,10,169,"Wrong Trousers, The (1993)",4.4832048416137695
115,1,318,Schindler's List (1993),4.578025817871094
115,2,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.57646369934082
115,3,480,North by Northwest (1959),4.554625511169434
115,4,1449,Pather Panchali (1955),4.543551921844482
115,5,483,Casablanca (1942),4.540687561035156
115,6,1500,Santa with Muscles (1996),4.525437355041504
115,7,64,"Shawshank Redemption, The (1994)",4.516648292541504
115,8,427,To Kill a Mockingbird (1962),4.516010284423828
115,9,313,Titanic (1997),4.487931251525879
115,10,169,"Wrong Trousers, The (1993)",4.483160495758057
253,1,480,North by Northwest (1959),4.723596572875977
253,2,174,Raiders of the Lost Ark (1981),4.696882247924805
253,3,1449,Pather Panchali (1955),4.691229820251465
253,4,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.684849262237549
253,5,1500,Santa with Muscles (1996),4.666072368621826
253,6,657,"Manchurian Candidate, The (1962)",4.653584957122803
253,7,187,"Godfather: Part II, The (1974)",4.647011756896973
253,8,408,"Close Shave, A (1995)",4.642121315002441
253,9,178,12 Angry Men (1957),4.640103340148926
253,10,313,Titanic (1997),4.639249801635742
305,1,1449,Pather Panchali (1955),4.430715084075928
305,2,1500,Santa with Muscles (1996),4.387335777282715
305,3,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.3234710693359375
305,4,313,Titanic (1997),4.31247615814209
305,5,603,Rear Window (1954),4.29909086227417
305,6,1367,Faust (1994),4.2714667320251465
305,7,657,"Manchurian Candidate, The (1962)",4.221442222595215
305,8,519,"Treasure of the Sierra Madre, The (1948)",4.219326972961426
305,9,513,"Third Man, The (1949)",4.191335678100586
305,10,124,Lone Star (1996),4.190171241760254
6,1,657,"Manchurian Candidate, The (1962)",4.297253608703613
6,2,603,Rear Window (1954),4.2639055252075195
6,3,313,Titanic (1997),4.263274669647217
6,4,1500,Santa with Muscles (1996),4.260209083557129
6,5,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.258403778076172
6,6,1449,Pather Panchali (1955),4.240313529968262
6,7,656,M (1931),4.1748528480529785
6,8,1367,Faust (1994),4.173612594604492
6,9,648,"Quiet Man, The (1952)",4.163886547088623
6,10,647,Ran (1985),4.131335258483887
62,1,1500,Santa with Muscles (1996),4.386104583740234
62,2,178,12 Angry Men (1957),4.36549186706543
62,3,408,"Close Shave, A (1995)",4.350048065185547
62,4,1449,Pather Panchali (1955),4.337336540222168
62,5,313,Titanic (1997),4.318770408630371
62,6,169,"Wrong Trousers, The (1993)",4.309770107269287
62,7,603,Rear Window (1954),4.268675804138184
62,8,187,"Godfather: Part II, The (1974)",4.2588582038879395
62,9,656,M (1931),4.25538444519043
62,10,657,"Manchurian Candidate, The (1962)",4.24390172958374
286,1,178,12 Angry Men (1957),4.521554470062256
286,2,64,"Shawshank Redemption, The (1994)",4.47742223739624
286,3,187,"Godfather: Part II, The (1974)",4.477075099945068
286,4,302,L.A. Confidential (1997),4.474791049957275
286,5,656,M (1931),4.47265100479126
286,6,513,"Third Man, The (1949)",4.469120025634766
286,7,480,North by Northwest (1959),4.466340065002441
286,8,657,"Manchurian Candidate, The (1962)",4.43300724029541
286,9,313,Titanic (1997),4.432151794433594
286,10,1240,Ghost in the Shell (Kokaku kidotai) (1995),4.4312424659729
200,1,187,"Godfather: Part II, The (1974)",4.737465858459473
200,2,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.719744682312012
200,3,64,"Shawshank Redemption, The (1994)",4.709286212921143
200,4,1449,Pather Panchali (1955),4.702856063842773
200,5,127,"Godfather, The (1972)",4.693526744842529
200,6,1500,Santa with Muscles (1996),4.692050457000732
200,7,479,Vertigo (1958),4.678433895111084
200,8,480,North by Northwest (1959),4.6698808670043945
200,9,408,"Close Shave, A (1995)",4.66975212097168
200,10,134,Citizen Kane (1941),4.669132709503174
210,1,318,Schindler's List (1993),4.6475629806518555
210,2,1449,Pather Panchali (1955),4.64555549621582
210,3,1500,Santa with Muscles (1996),4.634331703186035
210,4,480,North by Northwest (1959),4.630380153656006
210,5,313,Titanic (1997),4.629046440124512
210,6,64,"Shawshank Redemption, The (1994)",4.626861095428467
210,7,408,"Close Shave, A (1995)",4.616123199462891
210,8,178,12 Angry Men (1957),4.61387825012207
210,9,1367,Faust (1994),4.581127643585205
210,10,12,"Usual Suspects, The (1995)",4.5811004638671875
224,1,427,To Kill a Mockingbird (1962),4.20711612701416
224,2,483,Casablanca (1942),4.2034912109375
224,3,64,"Shawshank Redemption, The (1994)",4.171280384063721
224,4,1449,Pather Panchali (1955),4.170843124389648
224,5,408,"Close Shave, A (1995)",4.167954444885254
224,6,1500,Santa with Muscles (1996),4.141845226287842
224,7,98,"Silence of the Lambs, The (1991)",4.136977195739746
224,8,127,"Godfather, The (1972)",4.1338582038879395
224,9,169,"Wrong Trousers, The (1993)",4.113255500793457
224,10,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.095537185668945
303,1,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.633616924285889
303,2,178,12 Angry Men (1957),4.627710342407227
303,3,1449,Pather Panchali (1955),4.614969730377197
303,4,1500,Santa with Muscles (1996),4.611381530761719
303,5,657,"Manchurian Candidate, The (1962)",4.593817234039307
303,6,313,Titanic (1997),4.565732955932617
303,7,169,"Wrong Trousers, The (1993)",4.561237812042236
303,8,648,"Quiet Man, The (1952)",4.5502166748046875
303,9,515,"Boot, Das (1981)",4.541871070861816
303,10,1367,Faust (1994),4.541625022888184
122,1,483,Casablanca (1942),4.633640289306641
122,2,178,12 Angry Men (1957),4.601571083068848
122,3,64,"Shawshank Redemption, The (1994)",4.593572616577148
122,4,480,North by Northwest (1959),4.591087818145752
122,5,408,"Close Shave, A (1995)",4.583469390869141
122,6,657,"Manchurian Candidate, The (1962)",4.58281135559082
122,7,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.564884185791016
122,8,318,Schindler's List (1993),4.55095911026001
122,9,302,L.A. Confidential (1997),4.549334526062012
122,10,1449,Pather Panchali (1955),4.547966003417969
194,1,1500,Santa with Muscles (1996),4.027092933654785
194,2,408,"Close Shave, A (1995)",4.010763645172119
194,3,1449,Pather Panchali (1955),4.008543014526367
194,4,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.005059242248535
194,5,169,"Wrong Trousers, The (1993)",3.9836831092834473
194,6,313,Titanic (1997),3.981635093688965
194,7,484,"Maltese Falcon, The (1941)",3.9266574382781982
194,8,480,North by Northwest (1959),3.9079644680023193
194,9,603,Rear Window (1954),3.9045586585998535
194,10,1554,Safe Passage (1994),3.9025721549987793
291,1,318,Schindler's List (1993),4.641923904418945
291,2,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.611700534820557
291,3,187,"Godfather: Part II, The (1974)",4.597259521484375
291,4,1449,Pather Panchali (1955),4.593967437744141
291,5,483,Casablanca (1942),4.593479156494141
291,6,178,12 Angry Men (1957),4.582476615905762
291,7,408,"Close Shave, A (1995)",4.579981327056885
291,8,313,Titanic (1997),4.569507598876953
291,9,1500,Santa with Muscles (1996),4.56919002532959
291,10,480,North by Northwest (1959),4.567715644836426
234,1,1500,Santa with Muscles (1996),4.146013259887695
234,2,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.145581245422363
234,3,169,"Wrong Trousers, The (1993)",4.131202697753906
234,4,408,"Close Shave, A (1995)",4.115799903869629
234,5,1367,Faust (1994),4.058705806732178
234,6,272,Good Will Hunting (1997),3.933781385421753
234,7,1529,Underground (1995),3.915531873703003
234,8,1554,Safe Passage (1994),3.9122376441955566
234,9,868,Hearts and Minds (1996),3.87558913230896
234,10,83,Much Ado About Nothing (1993),3.8738255500793457
119,1,318,Schindler's List (1993),4.701686859130859
119,2,187,"Godfather: Part II, The (1974)",4.678534507751465
119,3,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.644370079040527
119,4,1449,Pather Panchali (1955),4.640307903289795
119,5,285,Secrets & Lies (1996),4.628896713256836
119,6,483,Casablanca (1942),4.610537528991699
119,7,478,"Philadelphia Story, The (1940)",4.608754634857178
119,8,408,"Close Shave, A (1995)",4.600756645202637
119,9,1500,Santa with Muscles (1996),4.590885639190674
119,10,427,To Kill a Mockingbird (1962),4.588171005249023
167,1,1449,Pather Panchali (1955),4.637324333190918
167,2,483,Casablanca (1942),4.627856254577637
167,3,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.627359390258789
167,4,1500,Santa with Muscles (1996),4.618139266967773
167,5,480,North by Northwest (1959),4.600434303283691
167,6,427,To Kill a Mockingbird (1962),4.598722457885742
167,7,98,"Silence of the Lambs, The (1991)",4.596927642822266
167,8,127,"Godfather, The (1972)",4.591629505157471
167,9,357,One Flew Over the Cuckoo's Nest (1975),4.583467483520508
167,10,178,12 Angry Men (1957),4.580604553222656
299,1,1449,Pather Panchali (1955),4.360982894897461
299,2,64,"Shawshank Redemption, The (1994)",4.346487998962402
299,3,1500,Santa with Muscles (1996),4.290101051330566
299,4,357,One Flew Over the Cuckoo's Nest (1975),4.279879570007324
299,5,1367,Faust (1994),4.273186683654785
299,6,427,To Kill a Mockingbird (1962),4.236594200134277
299,7,178,12 Angry Men (1957),4.224620342254639
299,8,657,"Manchurian Candidate, The (1962)",4.1657280921936035
299,9,223,Sling Blade (1996),4.16050386428833
299,10,199,"Bridge on the River Kwai, The (1957)",4.14854621887207
308,1,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.437237739562988
308,2,1449,Pather Panchali (1955),4.431427955627441
308,3,1500,Santa with Muscles (1996),4.389804840087891
308,4,478,"Philadelphia Story, The (1940)",4.31229305267334
308,5,1367,Faust (1994),4.292922019958496
308,6,302,L.A. Confidential (1997),4.270218849182129
308,7,1529,Underground (1995),4.256701946258545
308,8,606,All About Eve (1950),4.239684104919434
308,9,173,"Princess Bride, The (1987)",4.234442710876465
308,10,1642,Some Mother's Son (1996),4.219236373901367
95,1,1449,Pather Panchali (1955),4.420581817626953
95,2,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.369478225708008
95,3,1500,Santa with Muscles (1996),4.35947322845459
95,4,479,Vertigo (1958),4.351685523986816
95,5,134,Citizen Kane (1941),4.345866680145264
95,6,169,"Wrong Trousers, The (1993)",4.344326019287109
95,7,1367,Faust (1994),4.33364725112915
95,8,408,"Close Shave, A (1995)",4.33056116104126
95,9,318,Schindler's List (1993),4.326951026916504
95,10,603,Rear Window (1954),4.308121681213379
38,1,64,"Shawshank Redemption, The (1994)",4.64276123046875
38,2,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.530975341796875
38,3,174,Raiders of the Lost Ark (1981),4.528522491455078
38,4,12,"Usual Suspects, The (1995)",4.51039981842041
38,5,302,L.A. Confidential (1997),4.506461143493652
38,6,483,Casablanca (1942),4.503689765930176
38,7,408,"Close Shave, A (1995)",4.483081340789795
38,8,187,"Godfather: Part II, The (1974)",4.462507724761963
38,9,285,Secrets & Lies (1996),4.456586837768555
38,10,1500,Santa with Muscles (1996),4.45534610748291
102,1,1449,Pather Panchali (1955),3.8098201751708984
102,2,178,12 Angry Men (1957),3.769336462020874
102,3,603,Rear Window (1954),3.749053955078125
102,4,64,"Shawshank Redemption, The (1994)",3.73125958442688
102,5,483,Casablanca (1942),3.724828004837036
102,6,519,"Treasure of the Sierra Madre, The (1948)",3.7173004150390625
102,7,1500,Santa with Muscles (1996),3.711954355239868
102,8,318,Schindler's List (1993),3.6907360553741455
102,9,114,Wallace & Gromit: The Best of Aardman Animation (1996),3.6824216842651367
102,10,12,"Usual Suspects, The (1995)",3.6658620834350586
63,1,1449,Pather Panchali (1955),4.331516265869141
63,2,169,"Wrong Trousers, The (1993)",4.306953430175781
63,3,178,12 Angry Men (1957),4.299117088317871
63,4,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.229775428771973
63,5,483,Casablanca (1942),4.186439037322998
63,6,603,Rear Window (1954),4.182373046875
63,7,1500,Santa with Muscles (1996),4.17105770111084
63,8,134,Citizen Kane (1941),4.154839515686035
63,9,1367,Faust (1994),4.139338493347168
63,10,98,"Silence of the Lambs, The (1991)",4.119105339050293
160,1,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.584829330444336
160,2,64,"Shawshank Redemption, The (1994)",4.560635566711426
160,3,480,North by Northwest (1959),4.555605888366699
160,4,1500,Santa with Muscles (1996),4.5340776443481445
160,5,178,12 Angry Men (1957),4.52147102355957
160,6,12,"Usual Suspects, The (1995)",4.516664505004883
160,7,479,Vertigo (1958),4.5159196853637695
160,8,1449,Pather Panchali (1955),4.507158279418945
160,9,357,One Flew Over the Cuckoo's Nest (1975),4.5019330978393555
160,10,318,Schindler's List (1993),4.4949951171875
50,1,318,Schindler's List (1993),4.469103813171387
50,2,50,Star Wars (1977),4.4597086906433105
50,3,174,Raiders of the Lost Ark (1981),4.421730995178223
50,4,1449,Pather Panchali (1955),4.409147262573242
50,5,483,Casablanca (1942),4.3776750564575195
50,6,64,"Shawshank Redemption, The (1994)",4.375854015350342
50,7,187,"Godfather: Part II, The (1974)",4.365914344787598
50,8,223,Sling Blade (1996),4.347134590148926
50,9,178,12 Angry Men (1957),4.3388166427612305
50,10,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.326432228088379
301,1,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.303468704223633
301,2,479,Vertigo (1958),4.267765998840332
301,3,1449,Pather Panchali (1955),4.265045166015625
301,4,178,12 Angry Men (1957),4.253508567810059
301,5,1500,Santa with Muscles (1996),4.234379291534424
301,6,480,North by Northwest (1959),4.224767208099365
301,7,408,"Close Shave, A (1995)",4.211024284362793
301,8,313,Titanic (1997),4.202009677886963
301,9,657,"Manchurian Candidate, The (1962)",4.2016754150390625
301,10,285,Secrets & Lies (1996),4.194233417510986
225,1,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.722970008850098
225,2,318,Schindler's List (1993),4.720678806304932
225,3,174,Raiders of the Lost Ark (1981),4.7143144607543945
225,4,1449,Pather Panchali (1955),4.714160919189453
225,5,483,Casablanca (1942),4.6924262046813965
225,6,187,"Godfather: Part II, The (1974)",4.688292503356934
225,7,178,12 Angry Men (1957),4.684991836547852
225,8,50,Star Wars (1977),4.6829118728637695
225,9,1500,Santa with Muscles (1996),4.676785469055176
225,10,313,Titanic (1997),4.6508378982543945
290,1,479,Vertigo (1958),4.0823259353637695
290,2,1449,Pather Panchali (1955),4.050697326660156
290,3,313,Titanic (1997),4.004571914672852
290,4,427,To Kill a Mockingbird (1962),3.9727582931518555
290,5,114,Wallace & Gromit: The Best of Aardman Animation (1996),3.9698235988616943
290,6,1500,Santa with Muscles (1996),3.9676828384399414
290,7,302,L.A. Confidential (1997),3.926934003829956
290,8,408,"Close Shave, A (1995)",3.9207141399383545
290,9,223,Sling Blade (1996),3.9158053398132324
290,10,169,"Wrong Trousers, The (1993)",3.902296543121338
97,1,483,Casablanca (1942),4.602590560913086
97,2,178,12 Angry Men (1957),4.596854209899902
97,3,127,"Godfather, The (1972)",4.555657386779785
97,4,1500,Santa with Muscles (1996),4.552424907684326
97,5,480,North by Northwest (1959),4.546722412109375
97,6,318,Schindler's List (1993),4.539663314819336
97,7,302,L.A. Confidential (1997),4.53671932220459
97,8,657,"Manchurian Candidate, The (1962)",4.528264045715332
97,9,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.5274481773376465
97,10,1449,Pather Panchali (1955),4.526511192321777
157,1,483,Casablanca (1942),4.664463996887207
157,2,64,"Shawshank Redemption, The (1994)",4.571732044219971
157,3,1449,Pather Panchali (1955),4.551996231079102
157,4,178,12 Angry Men (1957),4.545923233032227
157,5,408,"Close Shave, A (1995)",4.544833183288574
157,6,427,To Kill a Mockingbird (1962),4.544368743896484
157,7,169,"Wrong Trousers, The (1993)",4.5420989990234375
157,8,1500,Santa with Muscles (1996),4.533015251159668
157,9,480,North by Northwest (1959),4.523708343505859
157,10,134,Citizen Kane (1941),4.520985126495361
181,1,483,Casablanca (1942),2.8062570095062256
181,2,12,"Usual Suspects, The (1995)",2.6990342140197754
181,3,1550,Destiny Turns on the Radio (1995),2.624223232269287
181,4,64,"Shawshank Redemption, The (1994)",2.557375907897949
181,5,318,Schindler's List (1993),2.452305316925049
181,6,427,To Kill a Mockingbird (1962),2.426272392272949
181,7,1449,Pather Panchali (1955),2.4225058555603027
181,8,1554,Safe Passage (1994),2.327007293701172
181,9,169,"Wrong Trousers, The (1993)",2.3184688091278076
181,10,178,12 Angry Men (1957),2.295586109161377
278,1,318,Schindler's List (1993),4.650277137756348
278,2,174,Raiders of the Lost Ark (1981),4.64247465133667
278,3,50,Star Wars (1977),4.639623165130615
278,4,187,"Godfather: Part II, The (1974)",4.593570709228516
278,5,64,"Shawshank Redemption, The (1994)",4.562747001647949
278,6,1449,Pather Panchali (1955),4.552526473999023
278,7,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.5457305908203125
278,8,285,Secrets & Lies (1996),4.517894744873047
278,9,427,To Kill a Mockingbird (1962),4.517800331115723
278,10,408,"Close Shave, A (1995)",4.517229080200195
276,1,483,Casablanca (1942),4.704041481018066
276,2,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.673490524291992
276,3,1500,Santa with Muscles (1996),4.671840667724609
276,4,1449,Pather Panchali (1955),4.671577453613281
276,5,178,12 Angry Men (1957),4.661537170410156
276,6,480,North by Northwest (1959),4.64317512512207
276,7,657,"Manchurian Candidate, The (1962)",4.637539386749268
276,8,1367,Faust (1994),4.616968154907227
276,9,515,"Boot, Das (1981)",4.60518741607666
276,10,513,"Third Man, The (1949)",4.604069232940674
7,1,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.675634384155273
7,2,1500,Santa with Muscles (1996),4.633701801300049
7,3,1449,Pather Panchali (1955),4.629521369934082
7,4,709,Strictly Ballroom (1992),4.605772972106934
7,5,169,"Wrong Trousers, The (1993)",4.598365783691406
7,6,408,"Close Shave, A (1995)",4.595055103302002
7,7,313,Titanic (1997),4.583800315856934
7,8,302,L.A. Confidential (1997),4.580423355102539
7,9,1367,Faust (1994),4.576542854309082
7,10,1642,Some Mother's Son (1996),4.561357498168945
10,1,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.650201320648193
10,2,427,To Kill a Mockingbird (1962),4.630176067352295
10,3,408,"Close Shave, A (1995)",4.620064735412598
10,4,1449,Pather Panchali (1955),4.611863136291504
10,5,1500,Santa with Muscles (1996),4.602304935455322
10,6,272,Good Will Hunting (1997),4.594133377075195
10,7,1367,Faust (1994),4.593233108520508
10,8,313,Titanic (1997),4.587023735046387
10,9,316,As Good As It Gets (1997),4.582113265991211
10,10,318,Schindler's List (1993),4.562347412109375
284,1,483,Casablanca (1942),4.560888767242432
284,2,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.555248260498047
284,3,178,12 Angry Men (1957),4.552715301513672
284,4,318,Schindler's List (1993),4.536843299865723
284,5,480,North by Northwest (1959),4.535305976867676
284,6,1449,Pather Panchali (1955),4.528726577758789
284,7,174,Raiders of the Lost Ark (1981),4.5182623863220215
284,8,657,"Manchurian Candidate, The (1962)",4.514408111572266
284,9,1500,Santa with Muscles (1996),4.504669666290283
284,10,64,"Shawshank Redemption, The (1994)",4.504127502441406
201,1,427,To Kill a Mockingbird (1962),4.161918640136719
201,2,1449,Pather Panchali (1955),4.107980728149414
201,3,169,"Wrong Trousers, The (1993)",4.081270217895508
201,4,1500,Santa with Muscles (1996),4.0776214599609375
201,5,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.066017150878906
201,6,178,12 Angry Men (1957),4.002387046813965
201,7,657,"Manchurian Candidate, The (1962)",3.9822604656219482
201,8,484,"Maltese Falcon, The (1941)",3.943725347518921
201,9,1367,Faust (1994),3.92946720123291
201,10,709,Strictly Ballroom (1992),3.900958776473999
287,1,318,Schindler's List (1993),4.747274398803711
287,2,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.745890140533447
287,3,178,12 Angry Men (1957),4.736429214477539
287,4,480,North by Northwest (1959),4.733046531677246
287,5,174,Raiders of the Lost Ark (1981),4.7235636711120605
287,6,483,Casablanca (1942),4.717865467071533
287,7,1449,Pather Panchali (1955),4.714700698852539
287,8,1500,Santa with Muscles (1996),4.714584827423096
287,9,513,"Third Man, The (1949)",4.705241680145264
287,10,357,One Flew Over the Cuckoo's Nest (1975),4.704243183135986
246,1,1449,Pather Panchali (1955),4.342150688171387
246,2,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.321256160736084
246,3,483,Casablanca (1942),4.308990478515625
246,4,480,North by Northwest (1959),4.2759108543396
246,5,134,Citizen Kane (1941),4.2692742347717285
246,6,1500,Santa with Muscles (1996),4.265346527099609
246,7,1367,Faust (1994),4.258801460266113
246,8,64,"Shawshank Redemption, The (1994)",4.255147933959961
246,9,515,"Boot, Das (1981)",4.240785121917725
246,10,318,Schindler's List (1993),4.219843864440918
242,1,483,Casablanca (1942),4.733656883239746
242,2,174,Raiders of the Lost Ark (1981),4.7085981369018555
242,3,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.694273948669434
242,4,64,"Shawshank Redemption, The (1994)",4.687276840209961
242,5,187,"Godfather: Part II, The (1974)",4.672530174255371
242,6,1449,Pather Panchali (1955),4.658723831176758
242,7,313,Titanic (1997),4.658604621887207
242,8,1500,Santa with Muscles (1996),4.656368255615234
242,9,408,"Close Shave, A (1995)",4.6483612060546875
242,10,480,North by Northwest (1959),4.645754814147949
249,1,1449,Pather Panchali (1955),4.6783342361450195
249,2,1500,Santa with Muscles (1996),4.657371520996094
249,3,178,12 Angry Men (1957),4.647871494293213
249,4,134,Citizen Kane (1941),4.637674808502197
249,5,187,"Godfather: Part II, The (1974)",4.631106376647949
249,6,127,"Godfather, The (1972)",4.6302032470703125
249,7,313,Titanic (1997),4.6284685134887695
249,8,1367,Faust (1994),4.613381385803223
249,9,654,Chinatown (1974),4.598353385925293
249,10,316,As Good As It Gets (1997),4.597660064697266
99,1,483,Casablanca (1942),4.403963088989258
99,2,318,Schindler's List (1993),4.281474590301514
99,3,427,To Kill a Mockingbird (1962),4.272527694702148
99,4,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.271240711212158
99,5,178,12 Angry Men (1957),4.259315490722656
99,6,357,One Flew Over the Cuckoo's Nest (1975),4.257814407348633
99,7,480,North by Northwest (1959),4.251822471618652
99,8,657,"Manchurian Candidate, The (1962)",4.2485504150390625
99,9,1449,Pather Panchali (1955),4.233520030975342
99,10,1500,Santa with Muscles (1996),4.218252182006836
178,1,1500,Santa with Muscles (1996),4.450211524963379
178,2,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.441824913024902
178,3,1449,Pather Panchali (1955),4.431221008300781
178,4,408,"Close Shave, A (1995)",4.421738624572754
178,5,357,One Flew Over the Cuckoo's Nest (1975),4.404600620269775
178,6,169,"Wrong Trousers, The (1993)",4.401549339294434
178,7,513,"Third Man, The (1949)",4.340895652770996
178,8,656,M (1931),4.339041709899902
178,9,657,"Manchurian Candidate, The (1962)",4.334217071533203
178,10,1367,Faust (1994),4.331356525421143
251,1,483,Casablanca (1942),4.573521614074707
251,2,127,"Godfather, The (1972)",4.5065107345581055
251,3,1449,Pather Panchali (1955),4.50009822845459
251,4,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.488273620605469
251,5,178,12 Angry Men (1957),4.481405735015869
251,6,1500,Santa with Muscles (1996),4.475961685180664
251,7,318,Schindler's List (1993),4.4722747802734375
251,8,408,"Close Shave, A (1995)",4.454266548156738
251,9,357,One Flew Over the Cuckoo's Nest (1975),4.446008682250977
251,10,98,"Silence of the Lambs, The (1991)",4.434174537658691
81,1,480,North by Northwest (1959),4.616899013519287
81,2,483,Casablanca (1942),4.585790157318115
81,3,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.569120407104492
81,4,127,"Godfather, The (1972)",4.559177398681641
81,5,64,"Shawshank Redemption, The (1994)",4.556950569152832
81,6,1449,Pather Panchali (1955),4.55664587020874
81,7,178,12 Angry Men (1957),4.55195951461792
81,8,408,"Close Shave, A (1995)",4.523313999176025
81,9,657,"Manchurian Candidate, The (1962)",4.520936012268066
81,10,1500,Santa with Muscles (1996),4.51467752456665
260,1,483,Casablanca (1942),4.593686580657959
260,2,174,Raiders of the Lost Ark (1981),4.58036994934082
260,3,1500,Santa with Muscles (1996),4.553900718688965
260,4,187,"Godfather: Part II, The (1974)",4.553877830505371
260,5,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.546333312988281
260,6,357,One Flew Over the Cuckoo's Nest (1975),4.543560981750488
